timestamp,model,split,entity,precision,recall,f1,support
2026-04-26 19:24:03,bert-base-uncased,validation,EDUCATION,0.326007326007326,0.4427860696517413,0.3755274261603375,201
2026-04-26 19:24:03,bert-base-uncased,validation,JOB_TITLE,0.7091940056703119,0.687745483110762,0.6983050847457627,2546
2026-04-26 19:24:03,bert-base-uncased,validation,SKILL,0.5939788445890968,0.5454885111152624,0.56870191839517,10706
2026-04-26 19:24:03,bert-base-uncased,validation,micro avg,0.6107841577859074,0.5708763844495651,0.5901563760710032,13453
2026-04-26 19:24:03,bert-base-uncased,validation,macro avg,0.5430600587555782,0.5586733546259218,0.5475114764337567,13453
2026-04-26 19:24:03,bert-base-uncased,validation,weighted avg,0.6117797458659746,0.5708763844495651,0.5903433060848606,13453
2026-04-26 19:24:47,bert-base-uncased,test,EDUCATION,0.3719512195121951,0.4357142857142857,0.40131578947368424,280
2026-04-26 19:24:47,bert-base-uncased,test,JOB_TITLE,0.7133497133497133,0.6920937624155741,0.7025610002016536,2517
2026-04-26 19:24:47,bert-base-uncased,test,SKILL,0.6211995863495346,0.5712791250594389,0.5951944513252415,10515
2026-04-26 19:24:47,bert-base-uncased,test,micro avg,0.632717041800643,0.5912710336538461,0.6112923268095681,13312
2026-04-26 19:24:47,bert-base-uncased,test,macro avg,0.5688335064038142,0.5663623910630996,0.5663570803335265,13312
2026-04-26 19:24:47,bert-base-uncased,test,weighted avg,0.6333805003327824,0.5912710336538461,0.6114170758898069,13312
2026-04-26 20:33:28,bert-base-uncased,validation,EDUCATION,0.2753623188405797,0.3781094527363184,0.31865828092243187,201
2026-04-26 20:33:28,bert-base-uncased,validation,JOB_TITLE,0.7031122031122031,0.6743912018853103,0.6884522854851645,2546
2026-04-26 20:33:28,bert-base-uncased,validation,SKILL,0.573170731707317,0.566317952549972,0.5697237361398233,10706
2026-04-26 20:33:28,bert-base-uncased,validation,micro avg,0.5908543922984356,0.5839589682598677,0.5873864443530599,13453
2026-04-26 20:33:28,bert-base-uncased,validation,macro avg,0.5172150845533666,0.5396062023905336,0.5256114341824732,13453
2026-04-26 20:33:28,bert-base-uncased,validation,weighted avg,0.5933128186180897,0.5839589682598677,0.5884421431965796,13453
2026-04-26 20:33:53,bert-base-uncased,test,EDUCATION,0.33827893175074186,0.40714285714285714,0.3695299837925446,280
2026-04-26 20:33:53,bert-base-uncased,test,JOB_TITLE,0.7223175965665236,0.6686531585220501,0.6944501753662059,2517
2026-04-26 20:33:53,bert-base-uncased,test,SKILL,0.5821309125656952,0.5793628150261532,0.580743565300286,10515
2026-04-26 20:33:53,bert-base-uncased,test,micro avg,0.6007462686567164,0.5926231971153846,0.5966570866737256,13312
2026-04-26 20:33:53,bert-base-uncased,test,macro avg,0.5475758136276535,0.5517196102303534,0.5482412414863456,13312
2026-04-26 20:33:53,bert-base-uncased,test,weighted avg,0.6035079655255734,0.5926231971153847,0.5978003362373167,13312
2026-04-26 22:14:21,bert-base-uncased,validation,EDUCATION,0.39226519337016574,0.35323383084577115,0.3717277486910994,201
